index,labels,comment_sentence,comment_clean,combo,combo_clean
123,"[0, 1, 0, 0, 0, 0]","even more compex would be to implement the support for positioning the arrow on different edges eg left, bottom or an ability to have multiple arrows on separate edges.",even compex would implement support positioning arrow different edge eg left bottom ability multiple arrow separate edge,"even more compex would be to implement the support for positioning the arrow on different edges eg left, bottom or an ability to have multiple arrows on separate edges. | BlRectangleShapeWithArrowExplanation",even compex would implement support positioning arrow different edge eg left bottom ability multiple arrow separate edge | blrectangleshapewitharrowexplanation
124,"[0, 1, 0, 0, 0, 0]",creating a rectangle shape,creating rectangle shape,creating a rectangle shape | BlRectangleShapeWithArrowExplanation,creating rectangle shape | blrectangleshapewitharrowexplanation
125,"[0, 1, 0, 0, 0, 0]",in order to give the arrow pointing up enough space we should move the top edge of the rectangle down by the length of the arrow.,order give arrow pointing enough space move top edge rectangle length arrow,in order to give the arrow pointing up enough space we should move the top edge of the rectangle down by the length of the arrow. | BlRectangleShapeWithArrowExplanation,order give arrow pointing enough space move top edge rectangle length arrow | blrectangleshapewitharrowexplanation
126,"[0, 1, 0, 0, 0, 0]",injecting a line inside of the top edge,injecting line inside top edge,injecting a line inside of the top edge | BlRectangleShapeWithArrowExplanation,injecting line inside top edge | blrectangleshapewitharrowexplanation
127,"[0, 1, 0, 0, 0, 0]",it can be done by sending method bllineshape #injectlineat length to the topedge .,done sending method bllineshape injectlineat length topedge,it can be done by sending method bllineshape #injectlineat length to the topedge . | BlRectangleShapeWithArrowExplanation,done sending method bllineshape injectlineat length topedge | blrectangleshapewitharrowexplanation
128,"[0, 1, 0, 0, 0, 0]",example blrectangleshapewitharrowexplanation #rectanglewithtopinjectedline previewshow #gtlivefor previewexpanded true previewheight 250,example blrectangleshapewitharrowexplanation rectanglewithtopinjectedline previewshow gtlivefor previewexpanded true previewheight,example blrectangleshapewitharrowexplanation #rectanglewithtopinjectedline previewshow #gtlivefor previewexpanded true previewheight 250 | BlRectangleShapeWithArrowExplanation,example blrectangleshapewitharrowexplanation rectanglewithtopinjectedline previewshow gtlivefor previewexpanded true previewheight | blrectangleshapewitharrowexplanation
129,"[0, 1, 0, 0, 0, 0]",we are almost ready to create a rectangular arrow.,almost ready create rectangular arrow,we are almost ready to create a rectangular arrow. | BlRectangleShapeWithArrowExplanation,almost ready create rectangular arrow | blrectangleshapewitharrowexplanation
130,"[0, 1, 0, 0, 0, 0]",we can do so by sending a method bllineshape #splitat to the now middle section of the topedge which was created by the previous line injection step,sending method bllineshape splitat middle section topedge created previous line injection step,we can do so by sending a method bllineshape #splitat to the now middle section of the topedge which was created by the previous line injection step | BlRectangleShapeWithArrowExplanation,sending method bllineshape splitat middle section topedge created previous line injection step | blrectangleshapewitharrowexplanation
131,"[0, 1, 0, 0, 0, 0]",example blrectangleshapewitharrowexplanation #rectanglewithtoppolylinesplitinhalf previewshow #gtlivefor previewexpanded true previewheight 250,example blrectangleshapewitharrowexplanation rectanglewithtoppolylinesplitinhalf previewshow gtlivefor previewexpanded true previewheight,example blrectangleshapewitharrowexplanation #rectanglewithtoppolylinesplitinhalf previewshow #gtlivefor previewexpanded true previewheight 250 | BlRectangleShapeWithArrowExplanation,example blrectangleshapewitharrowexplanation rectanglewithtoppolylinesplitinhalf previewshow gtlivefor previewexpanded true previewheight | blrectangleshapewitharrowexplanation
132,"[0, 1, 0, 0, 0, 0]",moving the top of the triangle,moving top triangle,moving the top of the triangle | BlRectangleShapeWithArrowExplanation,moving top triangle | blrectangleshapewitharrowexplanation
133,"[0, 1, 0, 0, 0, 0]",example blrectangleshapewitharrowexplanation #rectanglewithtoparrow previewshow #gtlivefor previewexpanded true previewheight 250,example blrectangleshapewitharrowexplanation rectanglewithtoparrow previewshow gtlivefor previewexpanded true previewheight,example blrectangleshapewitharrowexplanation #rectanglewithtoparrow previewshow #gtlivefor previewexpanded true previewheight 250 | BlRectangleShapeWithArrowExplanation,example blrectangleshapewitharrowexplanation rectanglewithtoparrow previewshow gtlivefor previewexpanded true previewheight | blrectangleshapewitharrowexplanation
134,"[0, 0, 1, 0, 0, 0]",i make sure that content element fits vertically within scalable element.,make sure content element fit vertically within scalable element,i make sure that content element fits vertically within scalable element. | BlScalableFitHeightStrategy,make sure content element fit vertically within scalable element | blscalablefitheightstrategy
135,"[0, 0, 1, 0, 0, 0]",i make sure that content element fits horizontally within scalable element.,make sure content element fit horizontally within scalable element,i make sure that content element fits horizontally within scalable element. | BlScalableFitWidthStrategy,make sure content element fit horizontally within scalable element | blscalablefitwidthstrategy
136,"[0, 0, 1, 0, 0, 0]",i contain examples of space related events,contain example space related event,i contain examples of space related events | BlSpaceEventExamples,contain example space related event | blspaceeventexamples
